carrera,carrera_grupo,Carrera_normalizada
Profesor en Enseñanza de la Lengua y la Literatura - Ciclo de Profesorado - MD,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Enseñanza Media y Superíor de Historia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Enseñanza Media y Superíor en Ciencias Sociales,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Enseñanza Media y Superíor en Matematica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Español Lengua Materna y Lengua Extranjera,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Estadistica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Fagot,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Filosofia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Filosofia y Ciencias de la Educación,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Fisica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Fisica y Matematica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Fisica y Química,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Flauta,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Flauta Traversa,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Frances,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Geociencias,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Geografia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Guitarra,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Historia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Historia - Ciclo Profesorado,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Historia Con Orientación en Ciencias Sociales,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Historia de las Artes con Orientación en Artes Visuales,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Informática,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Informática - Ciclo de Profesorado,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Informática para el Tercer Ciclo de la Educación General Basica y Educación Polimodal,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Informática para el tercer ciclo de la Educación General Basica y Polimodal,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Ingles,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Ingles - Ciclo Profesorado,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Ingles (Nivel Superíor),Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Ingles para la Enseñanza Media,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Ingles para la Enseñanza Superíor,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Italiano,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Juegos Dramaticos,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Juegos Teatrales,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua Inglesa,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua y Comunicacion Oral y Escrita,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua y Literatura,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua y Literatura Castellanas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua y Literatura Francesas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua y Literatura Inglesa,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Lengua y Literatura Inglesas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Letras,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Letras Clasicas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Letras Modernas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Letras para el Tercer Ciclo de Educación General Basica y Educación Polimodal,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Matematica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Matematica y Computación,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Matematica y Cosmografia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
"Profesor en Matematica, Fisica y Cosmografia",Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Musica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Musica con Orientación en Instrumento,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
"Profesor en Musica, Orientación en Musica Popular",Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Oboe,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en organo,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Percusion,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
"Profesor en Perfeccionamiento Instrumental (Piano, Violin, Viola o Violoncello)",Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Perfeccionamiento Instrumental (Piano),Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Piano,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Portugues,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Psicologia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Psicopedagogia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Química,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Química de la Enseñanza Media,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Química para la Enseñanza Media y Superíor,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
"Profesor en Química, Fisica y Merceologia",Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Saxofon,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Sociologia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Sociologia - Ciclo de Profesorado,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Tecnologia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Tecnologia Electronica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Teologia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Trabajo Social - Ciclo de Profesorado,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Trompeta,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Viola,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Violin,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor en Violoncelo,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor para el Tercer Ciclo de la EGB y de la Eduacion Polimodal en Economía,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor para la Enseñanza Media y Superíor en Ciencias Juridicas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Superíor de Educación en Artes Plasticas,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Superíor de Educación en Artes Plasticas: Escultura,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Superíor de Educación en Artes Plasticas: Grabado,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Superíor de Educación en Artes Plasticas: Pintura,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Superíor de Ingles,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Superíor en Ingles,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Universitaria de Educación Superíor en Economía,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Universitaria de Educación Superíor en Filosofia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Universitaria de Educación Superíor en Fisica,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Universitaria de Educación Superíor en Geografia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
Profesor Universitaria de Educación Superíor en Historia,Educacion,Formacion Docente para el nivel medio y/o superior Universitario y no
